datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2014-02-01,-460.0,-458.0,-456.0,-458.0,-454.0,-456.0,-449.0,-456.0,-454.0,-460.0,-452.0,-458.0,-451.0,-452.0,-454.0,-452.0,-454.0,-452.0,-451.0,-460.0,-456.0,-460.0,-460.0,-460.0,-460.0,-458.0,-458.0,-454.0,-456.0,-456.0,-458.0,-454.0,-456.0,-445.0,-445.0,-458.0
2014-02-02,-452.0,-456.0,-443.0,-454.0,-454.0,-451.0,-454.0,-456.0,-451.0,-454.0,-443.0,-445.0,-445.0,-454.0,-452.0,-451.0,-452.0,-449.0,-449.0,-452.0,-454.0,-454.0,-451.0,-451.0,-451.0,-449.0,-456.0,-452.0,-449.0,-456.0,-456.0,-452.0,-458.0,-442.0,-442.0,-452.0
2014-02-03,-449.0,-452.0,-442.0,-449.0,-456.0,-451.0,-456.0,-452.0,-454.0,-451.0,-449.0,-447.0,-447.0,-454.0,-452.0,-451.0,-454.0,-449.0,-451.0,-447.0,-454.0,-449.0,-447.0,-449.0,-452.0,-451.0,-447.0,-447.0,-449.0,-452.0,-452.0,-451.0,-458.0,-449.0,-449.0,-449.0
2014-02-04,-445.0,-443.0,-443.0,-449.0,-456.0,-451.0,-445.0,-451.0,-443.0,-451.0,-452.0,-451.0,-449.0,-445.0,-451.0,-449.0,-452.0,-451.0,-447.0,-451.0,-456.0,-451.0,-451.0,-449.0,-454.0,-451.0,-452.0,-451.0,-449.0,-445.0,-454.0,-452.0,-456.0,-445.0,-445.0,-452.0
2014-02-05,-442.0,-436.0,-447.0,-449.0,-458.0,-452.0,-452.0,-454.0,-445.0,-449.0,-443.0,-443.0,-443.0,-447.0,-447.0,-443.0,-443.0,-447.0,-443.0,-443.0,-445.0,-449.0,-451.0,-449.0,-443.0,-443.0,-447.0,-445.0,-443.0,-451.0,-456.0,-449.0,-456.0,-451.0,-451.0,-449.0
2014-02-06,-442.0,-434.0,-447.0,-451.0,-454.0,-451.0,-452.0,-454.0,-447.0,-456.0,-449.0,-445.0,-445.0,-452.0,-449.0,-445.0,-449.0,-451.0,-449.0,-447.0,-449.0,-445.0,-449.0,-452.0,-449.0,-442.0,-443.0,-445.0,-445.0,-451.0,-458.0,-452.0,-458.0,-454.0,-454.0,-451.0
2014-02-07,-452.0,-442.0,-445.0,-449.0,-456.0,-452.0,-451.0,-452.0,-451.0,-445.0,-454.0,-452.0,-451.0,-456.0,-449.0,-454.0,-447.0,-452.0,-451.0,-454.0,-449.0,-447.0,-454.0,-452.0,-447.0,-436.0,-449.0,-449.0,-440.0,-451.0,-456.0,-449.0,-456.0,-452.0,-452.0,-451.0
2014-02-08,-452.0,-440.0,-438.0,-451.0,-456.0,-449.0,-454.0,-452.0,-449.0,-436.0,-449.0,-449.0,-452.0,-451.0,-454.0,-454.0,-452.0,-454.0,-452.0,-454.0,-452.0,-449.0,-456.0,-452.0,-454.0,-438.0,-454.0,-449.0,-438.0,-451.0,-456.0,-449.0,-456.0,-452.0,-452.0,-449.0
2014-02-09,-449.0,-440.0,-447.0,-447.0,-456.0,-449.0,-456.0,-456.0,-452.0,-445.0,-449.0,-452.0,-452.0,-451.0,-447.0,-449.0,-449.0,-454.0,-447.0,-451.0,-451.0,-452.0,-447.0,-452.0,-451.0,-451.0,-452.0,-452.0,-452.0,-454.0,-456.0,-451.0,-458.0,-452.0,-452.0,-452.0
2014-02-10,-451.0,-445.0,-449.0,-445.0,-458.0,-451.0,-443.0,-451.0,-451.0,-454.0,-447.0,-449.0,-445.0,-449.0,-451.0,-449.0,-451.0,-447.0,-452.0,-452.0,-452.0,-451.0,-451.0,-452.0,-452.0,-445.0,-447.0,-449.0,-447.0,-449.0,-458.0,-452.0,-456.0,-454.0,-454.0,-451.0
2014-02-11,-445.0,-449.0,-447.0,-447.0,-454.0,-449.0,-447.0,-454.0,-443.0,-442.0,-447.0,-449.0,-445.0,-452.0,-447.0,-454.0,-452.0,-451.0,-452.0,-451.0,-452.0,-445.0,-452.0,-451.0,-454.0,-445.0,-447.0,-451.0,-449.0,-445.0,-458.0,-451.0,-456.0,-456.0,-456.0,-451.0
2014-02-12,-445.0,-445.0,-447.0,-443.0,-456.0,-452.0,-454.0,-454.0,-449.0,-442.0,-451.0,-451.0,-447.0,-452.0,-449.0,-456.0,-452.0,-451.0,-454.0,-443.0,-454.0,-443.0,-447.0,-447.0,-452.0,-452.0,-451.0,-447.0,-454.0,-454.0,-458.0,-451.0,-456.0,-454.0,-456.0,-443.0
2014-02-13,-445.0,-449.0,-447.0,-449.0,-456.0,-452.0,-452.0,-454.0,-449.0,-425.0,-451.0,-451.0,-451.0,-449.0,-443.0,-451.0,-447.0,-452.0,-449.0,-449.0,-452.0,-445.0,-449.0,-447.0,-452.0,-447.0,-436.0,-438.0,-447.0,-445.0,-458.0,-449.0,-456.0,-454.0,-456.0,-449.0
