datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston
2015-02-23,1.0,2.0,8.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,9.0,9.0,6.0,4.0,7.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,3.0,7.0,4.0,4.0,6.0,8.0
2015-02-24,1.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,4.0,5.0,9.0,7.0,8.0,3.0,6.0,4.0,8.0,3.0,5.0,4.0,3.0,9.0,3.0,3.0,2.0,8.0
2015-02-25,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,7.0,5.0,6.0,2.0,5.0,2.0,7.0,3.0,2.0,6.0,3.0,8.0,3.0,3.0,9.0,6.0
2015-02-26,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,7.0,9.0,5.0,9.0,4.0,7.0,7.0,3.0,4.0,4.0,5.0,7.0,5.0,9.0,2.0,4.0,3.0,3.0,7.0,6.0
2015-02-27,4.0,1.0,7.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,7.0,7.0,4.0,4.0,4.0,7.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,4.0,2.0,3.0,6.0,4.0
2015-02-28,4.0,3.0,7.0,3.0,2.0,4.0,6.0,4.0,3.0,2.0,6.0,5.0,6.0,3.0,6.0,3.0,3.0,2.0,2.0,5.0,3.0,6.0,4.0,5.0,1.0,4.0,2.0,2.0,6.0,5.0
2015-03-01,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,6.0,4.0,4.0,2.0,6.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,1.0,1.0,4.0,5.0
2015-03-02,6.0,2.0,3.0,3.0,1.0,2.0,2.0,6.0,5.0,2.0,5.0,5.0,3.0,5.0,6.0,3.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,5.0,3.0,7.0,4.0,4.0,6.0,9.0
2015-03-03,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,6.0,8.0,8.0,6.0,6.0,4.0,5.0,2.0,6.0,2.0,4.0,7.0,3.0,5.0,3.0,3.0,3.0,8.0
2015-03-04,4.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,11.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,3.0,9.0,6.0,4.0,5.0,5.0,7.0,11.0,8.0
2015-03-05,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,11.0,11.0,8.0,4.0,5.0,7.0,4.0,5.0,4.0,6.0,6.0,4.0,9.0,5.0,3.0,7.0,2.0,6.0,9.0,4.0
2015-03-06,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,6.0,3.0,5.0,6.0,5.0,7.0,7.0,4.0,4.0,6.0,6.0,4.0,7.0,4.0,2.0,7.0,3.0,8.0,9.0,6.0
2015-03-07,4.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,6.0,7.0,7.0,6.0,3.0,5.0,2.0,6.0,4.0,5.0,4.0,4.0,7.0,3.0,8.0,8.0,6.0
2015-03-08,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,7.0,4.0,5.0,4.0,9.0,7.0,5.0
2015-03-09,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,3.0,7.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,6.0,2.0,5.0,2.0,8.0,8.0,5.0
2015-03-10,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,6.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,8.0,1.0,5.0,2.0,3.0,7.0,4.0
2015-03-11,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,6.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,7.0,2.0,6.0,3.0,3.0,8.0,4.0
2015-03-12,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,7.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,6.0,7.0,2.0,6.0,4.0,4.0,7.0,8.0
2015-03-13,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,6.0,4.0,4.0,8.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,8.0,3.0,4.0,2.0,3.0,5.0,7.0
2015-03-14,4.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,6.0,8.0,2.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,7.0,4.0,3.0,6.0,3.0,5.0,2.0,3.0,5.0,4.0
2015-03-15,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,7.0,3.0,5.0,7.0,4.0,5.0,2.0,3.0,2.0,6.0,3.0,5.0,3.0,4.0,7.0,5.0,6.0,9.0,6.0
2015-03-16,1.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,7.0,9.0,5.0,7.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,9.0
